slug,name,location,bio,is_resident,profile_image_url,instagram_url,soundcloud_url,spotify_url,youtube_url,mixcloud_url,website_url,aliases
riz-rollins,Riz Rollins,"Seattle, WA","Riz Rollins is a Seattle institution: DJ Riz, longtime KEXP voice, Expansions host, and a defining presence in the city's gay, Black, hip-hop, and electronic dance communities. His history runs from Chicago roots to decades of Seattle clubs, radio booths, basements, and dance floors, with sets that can move through soul, gospel, funk, hip-hop, house, drum & bass, and left-field magic without breaking the spell. Riz does not just play records; he tells people who they are allowed to become for a few hours. He brings blessing and mischief in equal measure: reverend, selector, troublemaker, and living archive.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/riz-rollins-6d2939cd.jpg,https://www.instagram.com/riz.rollins/,https://soundcloud.com/kexp,,,https://en.wikipedia.org/wiki/Riz_Rollins,,DJ Riz|Riz
rob-noble,Rob Noble,"Seattle, WA","Rob Noble is a Seattle drum & bass and bass-music DJ with deep ties to the DEEP N BASS world and the wider PNW underground. Event bios describe him as a dedicated performer with more than a decade behind the decks, known primarily for drum & bass while refusing to let genre labels fence in his taste. That breadth makes his sets hit differently: melodic, heavy, fluid, and willing to move between speed, pressure, and atmosphere. Rob Noble brings low-end discipline from a scene that knows endurance, precision, and how to make a system work.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/rob-noble-83857d4f.jpg,https://www.instagram.com/robnoble/,https://soundcloud.com/rob-noble,,,https://www.mixcloud.com/Robnoble/,,Rob
robag-wruhme,Robag Wruhme,Germany,"Robag Wruhme is Gabor Schablitzki, the German producer and DJ whose catalog has become a benchmark for playful, detailed, emotionally strange house and techno. Known through Kompakt, Pampa, Musik Krause, and the Wighnomy Brothers lineage, he makes dance music that can be microscopic and goofy, elegant and crooked, all at once. His productions reward close listening, but they also understand that the club is not a lecture hall. Robag brings master-level weirdness,melody, mischief, and precision folded into one unmistakable bounce.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/robag-wruhme-94bacdac.jpg,https://www.instagram.com/robag_wruhme/,https://soundcloud.com/robag_fm,,,,,
rosie,Rosie,"Seattle, WA","Rosie is a Seattle yoga instructor connected to Reverie Society's Shameless yoga sessions. Her role sits in the softer edge of the roster: movement, music, breath, and the daytime community side of the crew's programming.",false,,,,,,,,
ross-lowder,Ross Lowder,,,false,,,,,,,,
rybo,Rybo,,,false,,https://www.instagram.com/rybomusic/,,,,,,
ska,SKA,,,false,,,,,,,,
saand,Saand,,,false,,https://www.instagram.com/saandmusic/,,,,,,
samadhi-flow,Samadhi Flow,,,false,,https://www.instagram.com/samadhi_flow_sounds/,,,,,,
sammy-calanthe,Sammy Calanthe,,,false,,,,,,,,
sammy-d,Sammy D,,,false,,https://www.instagram.com/theonlysammyd/,,,,,,
sanr,SanR,,,false,,,,,,,,
sappho,Sappho,"Portland, OR","Portland-based DJ, musical artist, event producer, and co-owner of Koritsi Komma Records. DJing since 1999, starting in Bellingham, WA before relocating to Portland. Known for eclectic, LGBTQ+-inclusive sets and advocacy. Resident at Bottom Forty (Seattle) and Underground SF; also plays CC Slaughter's and The Eagle in Portland.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sappho-1590c5b7.jpg,https://www.instagram.com/djsappho/,https://soundcloud.com/sappho-presents-chingo,,,,,
saqib,Saqib,"Brooklyn, NY","Saqib is a Brooklyn-based DJ, producer, and label head whose records move with the loose, hypnotic confidence of a room that knows it is in good hands. Founder of Beats On Time, he has built a catalog around forward-leaning house, indie dance, and left-field club music, with releases and affiliations stretching through Kindisch, Desert Hearts, Abracadabra, and Acid Tourism. His sets carry that same signature: elastic percussion, warm psychedelia, and enough narrative lift to keep dancers locked in without sanding down the weird edges. Saqib lands as a true party architect,musical, mischievous, and tuned to the communal side of the dance floor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/saqib-a5a61d8b.jpg,https://www.instagram.com/saqib_music/,https://soundcloud.com/saqibmalik,,,,,
sassmouth,Sassmouth,"Chicago, IL","Sassmouth is a Chicago-based DJ with Seattle ties whose sets move playfully through techno, house, acid, electro, and whatever else can make a room snap awake. A smartbar-level selector with a high-energy, eclectic reputation, she brings Midwest club knowledge without making it feel academic. Her style is fun in the dangerous sense: quick turns, weird records, and a refusal to let the night settle into autopilot. Sassmouth brings exactly the right kind of trouble,sharp, queer-adjacent club energy with a grin and a kick drum.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sassmouth-a78e84ac.jpg,https://www.instagram.com/_sassmouth/,https://soundcloud.com/sassmouth,,,,https://ra.co/dj/sassmouth,
sassysquatch,SassySquatch,,,false,,https://www.instagram.com/s.a.s.s.y.squatch/,,,,,,
sazon,Sazon,,,false,,https://www.instagram.com/sazonseatle/,,,,,,
sean-majors,Sean Majors,"Seattle, WA","Seattle DJ, founder of Upper Left Events and Studio 44. Part of the LOST DJ crew and Monkey Loft resident. Known for bringing top-tier underground bookings to Seattle.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sean-majors-f91e2459.jpg,https://www.instagram.com/seanmajors/,https://soundcloud.com/seanmajors,,,,,
sean-wood,Sean Wood,,,false,,https://www.instagram.com/noimsean_/,,,,,,
seanny,Seanny,,,false,,,,,,,,
secret-school,Secret School,,,false,,,,,,,,
shackleton,Shackleton,,,false,,,,,,,,
shaner,Shaner,"Seattle, WA","Shaner is a Seattle DJ tied to the modern Shameless Breakfast Club circle, with public listings placing him on the 2026 New Year's Day lineup at Monkey Loft and a SoundCloud profile for the SHANERISM series. His footprint is local, social, and built around the long-haul Breakfast Club format. Shaner brings lived-in Seattle energy, steady dance-floor instincts, and a sound that fits naturally beside Recess, Riz, WD4D, Sho-Nuph, Veta Vitali, and the rest of the crew.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/shaner-194c4855.jpg,https://www.instagram.com/mastakiblah/,https://soundcloud.com/fwshaner,,,,https://ra.co/events/2310963,
shannon-o,Shannon O,,,false,,https://www.instagram.com/shannon1dj/,,,,,,
sharlese,Sharlese,"Seattle, WA","Sharlese is Sharlese Metcalf, a Seattle DJ, KEXP host, producer, and tireless local-music connector with roots in radio going back to 2001. Her path runs through KGRG, KEXP's Audioasis, the goth/industrial/wave crew Second Sight, Audiodrome at Pony, Mechanical Breakdown, Expansions, and countless local dance floors. As a selector, she brings hypnotic transitions, techno, synth, wave, and underground electronic music with a sharp ear for mood and history. Sharlese brings the real Seattle frequency: informed, dark-edged, community-deep, and never generic.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sharlese-ba3231fc.jpg,https://www.instagram.com/sharlese_m/,https://soundcloud.com/sharlese,,,,,Sharlese Metcalf
shaun-whitcher,Shaun Whitcher,,,false,,,,,,,,Whitcher
shawna,Shawna,,,false,,,,,,,,Shawna (KMLN)
sherman,Sherman,,,false,,https://www.instagram.com/sammydmusic/,,,,,,
sho-nuph,Sho Nuph,"Seattle, WA",Seattle DJ triple threat Shomari Shanks. In the Seattle music scene since 1989 at age 15. Known for soulful house music sets.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sho-nuph-23e8a3e9.jpg,,https://soundcloud.com/sho-nuph,,,,,DJ ShoNuph
shortstack,Shortstack,"Seattle, WA","Half of the ourHOUSE DJ duo alongside yourMOM, Justin ""Shortstack"" Fairley is a resident at Massive Club and Pony Seattle. As part of ourHOUSE, the duo brings a unique blend of classic house, disco, funk, and soul that brings people together. They hold residencies at Massive Club (1st Saturday ourHOUSE), Pony Seattle, and Cruise/Disco at the Seattle Eagle (2nd Saturday).",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/c5d4b7fe-bda9-4e07-aa39-f48dfeccc6a8.webp,https://www.instagram.com/shortstack.dj/,,,,,,
shvili,Shvili,,"A music lover and selector from Tbilisi, Georgia. In the field of Music Therapy, classically trained pianist, with deep underground experience.Hailing from the vibrant city of Tbilisi, Georgia, Shvili has been immersed in the world of music from an early age. Growing up as a classical pianist, she honed her skills and earned several accolades showcasing her dedication to her craft. Her musical journey was enriched by singing in both chamber choirs and church choirs, further broadening her artistic horizons. Upon moving to the United States, Tatia attended an esteemed art school with a focus on music, where she continued to expand her musical repertoire. It was during these formative years that she discovered her profound connection with dance music. The pulsating beats of the underground scene resonated deeply within her, setting the stage for her future endeavors.This experience solidified her desire to make a name for herself in the bustling metropolis of NYC. Emerging as a pandemic artist, she utilized the time of societal isolation to perfect her art. With unwavering determination, she delved into the world of vinyl, crafting her unique sound and style. Her efforts have paid off, as she has had the honor of sharing the stage with respected artists such as Francesco del Garda, Anthea, Liquid Earth, Tini, Velasco, Nicola Cruz, Andrey Pushkarev, and many more. Known for her timeless records and playful spirit, Shvili infuses her sets with infectious grooves that captivate audiences. Her performances have graced some of the most prestigious clubs and events in the United States, including Public Records, ReSolute, Un_Mute, Flash DC, ATV Records, Apollo Studios, Jolene Sound Room, and more. With a rich musical background and a passion for creating unforgettable experiences, Tatia is poised to share her vibrant energy and distinctive sound with the world. Her journey is a testament to the power of music to transcend boundaries and connect souls on the dance floor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/d4ca2648-f986-4e21-947d-8492e7702b2d.jpg,https://www.instagram.com/______shvili/,https://soundcloud.com/djshvili,,,,https://ra.co/dj/shvili/biography,
simon,Simon,,,false,,,,,,,,
simone-bg,Simone BG,"Seattle, WA","Seattle-based DJ and event producer born and raised on Capitol Hill. Known for dark, moody deep house and techno. Studio 4/4 resident. Plays Flammable, Shameless, and Viva events.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/simone-bg-813c5647.jpg,https://www.instagram.com/simonie.bg/,https://soundcloud.com/simonebg,,,,,
simpa,Simpa,"Seattle, WA","Simpa is a Seattle DJ with roots reaching back to 1993 and a deep connection to house and drum & bass culture. Public profiles frame Simpa as an electronic music veteran with a sharp ear for rhythm, bassline movement, and immersive energy. That long arc matters in a city where dance music history is carried by people who kept showing up before it was convenient. In a Shameless room, Simpa brings experience, pace, and the steady hand of someone who knows exactly where the floor can go.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/simpa-fe5d6379.jpg,https://www.instagram.com/simpa_206/,https://soundcloud.com/dj-simpa,,,,,
sinca,Sinca,"Montréal, QC","Sinca is a Montréal-based DJ and producer whose melodic house and techno carry the warmth of her French-Canadian and Peruvian roots. Her releases on labels including Purified, Bedrock, and Anjunadeep have put her in the international conversation without flattening the personality out of her sound. She builds sets with lift and precision, balancing lush melodic pressure with drums that still know how to work a dark room. Sinca brings sunrise energy with backbone,polished, emotional, and built for dancers who want both beauty and drive.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sinca-c1384523.jpg,https://www.instagram.com/sinca_official/,https://soundcloud.com/sincaofficial,,,,,
skrillex,SkrILLex,,,false,,https://www.instagram.com/skrillex/,,,,,,
sky-rivers,Sky Rivers,,"Sky Rivers began his journey in 1995, drawn into the pulse of acid house and the storytelling power of the dancefloor. Raised in Los Angeles, he immersed himself in DJ culture before becoming part of San Francisco’s scene from 2001–2006 under his first alias ""Boris Collage"" Following a formative tour through South America and the loss of his parents in 2008 and 2009, Rivers stepped away from the spotlight, redirecting his focus toward filmmaking and visual storytelling. Throughout this period, he remained deeply connected to music—collecting, curating, and playing intimate sets within close circles. In late 2023, an invitation from Monica Escalante to play In Transit in Los Angeles marked his return. The set reignited a renewed sense of purpose, opening a new chapter that bridges his history in dance music with years of refined artistic perspective.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sky-rivers.jpg,https://www.instagram.com/skyriverrs,,,,,https://ra.co/dj/skyrivers/biography,
sloane-motion,Sloane Motion,"Seattle, WA","Born and raised in Bellevue, WA, Sloane quit her sales job during the pandemic and began DJing outdoors for 1,000+ fans weekly. She built residencies at Q Nightclub, Monkey Loft, The Crocodile, and The Woods, and became a resident DJ for C89.5, Seattle's largest EDM radio station. She has opened for Dom Dolla, Fisher, John Summit, Sidepiece, James Hype, Cloonee, Honeyluv, and many more.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/f061e7b4-eee4-42c6-bd82-db21ab090e30.jpg,https://www.instagram.com/sloanemotion/,,,,,https://sloanemotion.com,
slope,Slope,"Seattle, WA",Seattle-based DJ and bass music producer in the PNW electronic music community. Known for high-energy sets blending bass music genres. Active on SoundCloud and in the Seattle underground scene.,false,,,,,,,,
slurm,Slurm,,,false,,https://www.instagram.com/djslurm/,,,,,,
smash-tv,Smash TV,"Berlin, Germany","German electronic music duo (Holger and Kai) based in Berlin. Releases on Get Physical, Culprit, My Favourite Robot, and Mobilee. International touring act with a signature tech house sound.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/smash-tv-c5947b82.jpg,https://www.instagram.com/holger_smash_tv/,https://soundcloud.com/smash-tv-1,,,,,
Snapdragon,Snapdragon,"Seattle, WA","Snapdragon (real name Denise Zhang) is a Seattle-based DJ and electronic producer, also known by the alias Yung Futon. A member of the CUSTOMS collective, she has gained recognition through KEXP's Midnight in a Perfect World for her propulsive progressive tech-house sets. Her music takes listeners on energetic journeys through electronic soundscapes, earning her a growing following in the Pacific Northwest underground scene.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/Snapdragon-0d23e0f3.jpg,https://www.instagram.com/snapdragonsays/,https://soundcloud.com/snapdragon-seattle,,,,,
solar,Solar,"San Francisco, CA","San Francisco-based DJ and producer, prime player in the Bay Area underground dance music scene for decades. Co-founder of Squirrels On Film label.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/solar-a1456f9f.jpg,,https://soundcloud.com/solarsf,,,,,
sone,Sone,,,false,,,,,,,,
sonny-k,Sonny K,,,false,,,,,,,,
soon(ish),Soon(ish),"Seattle, WA","Soon(ish) is Jonathan Cats, a Seattle DJ, Noise Complaint co-founder, and constant flag-bearer for the city's house and techno scene. His SoundCloud bio puts the mission plainly: disco, rolling tech house, deeper 4/4 sounds, and one goal, to make people dance. He has represented Seattle at EDC, Upstream, Cascadia, and Holy Ship, while Noise Complaint has thrown parties from Seattle to San Francisco, Denver, San Diego, New York, and beyond. In Shameless language, Soon(ish) is reliable pressure with hometown pride: the kind of set that knows the room, works the room, and leaves it sweaty.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/soon(ish)-6680cab2.jpg,,https://soundcloud.com/soonish,,,,,
soul-clap,Soul Clap,,,false,,https://www.instagram.com/soulclapofficial/,,,,,,
soulectro,Soulectro,,,false,,https://www.instagram.com/SOULECTRO/,,,,,,
spaceotter,Spaceotter,"Seattle, WA","Seattle DJ raised on acid house and disco between Detroit and Chicago. Found his voice DJing at radical faerie gatherings, Burning Man, and underground clubs in the Pacific Northwest.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/spaceotter-3fda3882.jpg,https://www.instagram.com/djspaceotter/,https://soundcloud.com/djspaceotter,,,,,
speaker-honey,Speaker Honey,,,false,,https://www.instagram.com/speakerhoney/,,,,,,
stallion,Stallion,,,false,,,,,,,,
stavig,Stavig,,,false,,,,,,,,
stephan-bodzin,Stephan Bodzin,,,false,,https://www.instagram.com/stephanbodzin/,,,,,,
subset,Subset,New Zealand,"SUBSET is Karl Muller, a New Zealand-born, Australia-based DJ and producer working in the deep end of minimal dub techno and dubtronica. His sound lives in reverbs, filtered delays, and slow-pressure architecture, with releases connected to labels such as Rohs\! Records, Telrae, DimbiDeep, and Primary Colours. Rather than chase obvious peaks, SUBSET builds immersion through bass weight, atmosphere, and details that keep expanding the longer you stay with them. The result is a heady, low-lit trip for dancers who want hypnosis with sub pressure and no cheap shortcuts.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/subset-a614a667.jpg,,https://soundcloud.com/subsetgetsit,,,,https://ra.co/dj/subset,
succubass,Succubass,"Seattle, WA","Seattle DJ, alias of Jess Duran. Driving force in Seattle's electronic music scene since 2013. Played at Nowadays NYC, The Lot Radio.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/succubass-8b139b98.jpg,https://www.instagram.com/succubass/,https://soundcloud.com/succubass,,,,,
summit-dub,Summit Dub,,,false,,https://www.instagram.com/summit_dub/,,,,,,
sunshine-jones,Sunshine Jones,"San Francisco, CA","Sunshine Jones is a San Francisco house lifer, founding member of Dubtribe Sound System, and one of the rare electronic performers who can make machines feel handmade in real time. Since the late 1980s, he has carried a fiercely DIY philosophy through live improvisational sets, solo work, and the global Dubtribe legacy. His music is rooted in love, community, and radical participation, but it still hits with the physical truth of proper house music. Sunshine Jones is not nostalgia,he is living proof that underground dance music can be spiritual, political, and wildly functional all at once.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/sunshine-jones-38297600.jpg,https://www.instagram.com/sunshine_jones_/,https://soundcloud.com/sunshine-jones,,,,,
supreme-la-rock,Supreme La Rock,"Seattle, WA","Seattle DJ, record collector, and KEXP On Air personality. Internationally recognized hip-hop DJ, founder of Conception Records, and member of The Sharpshooters.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/supreme-la-rock-7e3e5b4d.jpg,https://www.instagram.com/supremelarock/,,,,,https://www.kexp.org/djs/supreme-la-rock/,Supreme La Rock (KEXP Rooftop)
surco,Surco,,,false,,https://www.instagram.com/dj_surco/,,,,,,
sush,Sush,,,false,,https://www.instagram.com/sush.remix/,,,,,,
suz,Suz,,,false,,https://www.instagram.com/suz.dj_/,,,,,,
t-wan,T.Wan,"New York, NY","T.Wan is Tiffany Wan, a Brooklyn-based DJ with deep Seattle origins and a long-running connection to the femme, non-binary, and trans collective TUF. Her monthly Flow State show on Noods Radio reflects the range: techno, jungle, breaks, garage, dubstep, footwork, acid, and left-field club music all moving toward immersion. Before New York rooms like Nowadays, Basement, and Good Room, she cut her teeth in Seattle as a DJ, organizer, and tone-setter for adventurous dance floors. T.Wan brings cerebral bass pressure with real body logic,trippy, percussive, and never stuck in one lane.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/t-wan-7eec3848.jpg,https://www.instagram.com/tiffwanee/,https://soundcloud.com/tiffwanee,,,,,
this-girl,THIS GIRL,,,false,,,,,,,,
tootsie,TOOTSIE,,,false,,,,,,,,
tactic,Tactic,,,false,,,,,,,,
tait-modern,Tait Modern,"Seattle, WA","Tait Modern is a Seattle DJ, promoter, and community builder woven into the city's underground dance fabric. His SoundCloud bio traces a path through Uniting Souls, Electric Tea Garden, Cascadia, NightJar, punk roots, drum & bass roots, and a current house sound with hard edges. He brings tough, generous house selections with local memory in the grooves.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/tait-modern-4903b94d.jpg,https://www.instagram.com/hesitait/,https://soundcloud.com/taitmodern,,,,,
tane,Tane,,,false,,,,,,,,
tara-brooks,Tara Brooks,"Los Angeles, CA","Tara Brooks is a Southern California DJ and producer whose deep, hypnotic sound has made her a natural fit for Desert Hearts and West Coast underground circles. Since 2007, she has built a reputation around eclectic, emotionally tuned sets that move through deep grooves, melodic tension, and psychedelic late-night pressure. Her music is polished but not sterile, spiritual but not soft, and always aimed at the long arc of a dance floor. Tara brings desert-tested momentum: sensual, driving, and wide open under the stars.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/tara-brooks-b10bd4da.jpg,https://www.instagram.com/tarabrooksmusic/,https://soundcloud.com/tarabrooksmusic,,,,,
tek-jones,Tek Jones,"Seattle, WA","DJ Tek Jones (aka Ghostboy Jones) is a Seattle-based DJ and producer who has been immersed in underground electronic music and nightlife since the early 2000s, starting his journey while living in Okinawa before building deep roots in the Pacific Northwest scene. A longtime Shameless resident, he is known for genre-blurring sets that move between house, techno, breaks, and left-field selections, always focused on forward-thinking sound and dancefloor connection. As Ghostboy Jones, he explores the deeper, more atmospheric side of his sound with long-form mixes and late-night journeys like his ""Around the Fire"" sessions, showcasing hypnotic grooves, smoky textures, and meditative rhythms. Whether playing intimate rooftops, late-night lofts, or curated mix series, he brings a designer's ear for detail and a developer's precision to every set.",true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/e4e565c4-9d3e-42be-a005-181981369e17.jpg,https://www.instagram.com/tekthree/,,,https://www.youtube.com/watch?v=mfIRzC5r7Jg,,https://www.kexp.org/read/2023/11/7/midnight-in-a-perfect-world-tek-jones/,
temenon,Temenon,,,false,,,,,,,,
terry-jasinto,Terry Jasinto,,,false,,,,,,,,
the-black-madonna,The Blessed Madonna,,,false,,https://www.instagram.com/theblessedmadonna/,,,,,,The Black Madonna
the-love-virus,The Love Virus,,,false,,,,,,,,The LoveVirus
the-perfect-cyn,The Perfect Cyn,"Seattle, WA","Pacific Northwest DJ blazing a trail for West Coast dance music since 2002. Known for a sensuous, genre-defying sound.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/the-perfect-cyn-ed2e6121.jpg,https://www.instagram.com/theperfectcyn/,https://soundcloud.com/theperfectcyn,,,,,
thorson,Thorson,"Seattle, WA","Seattle DJ and producer known as Thorson (aka Krisco). Real name Kris Thorson Kellogg. Rocking dance floors in the Pacific Northwest since 2012, specializing in Disco, Funk, and House music. Has performed at Shameless Retreat and various PNW venues.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/thorson-d0c2422e.jpg,https://www.instagram.com/thorson_85/,,,,,,
tim-rothschild,Tim Rothschild,,,false,,,,,,,,
time-and-place,Time and Place,,,false,,,,,,,,
todd-pruitt,Todd Pruitt,,,false,,,,,,,,
tollefson,Tollefson,,,false,,https://www.instagram.com/tollefson__/,,,,,,
tons-of-fucking-sequins,Tons of Fucking Sequins,"Seattle, WA","A glittering journey into the magical world of showtunes and musical theatre. From the early Shameless Breakfast Club era, preserved on the 2014 New Year's Day lineup at Monkey Loft. Billed alongside Area 303, Gato Negro, Dirty Ice, Adlib, Joe Bellingham, Sone, Chad Neiro, Ramiro, Recess, Julian O'Keefe, Sean Majors, Verse, Carlos R, Hydro Craft, and Miss Shelrawka, the project sits squarely in the crew's glitter-streaked afterhours history.",false,,,,,,,,
tony-h,Tony H,"Seattle, WA","Panamanian-born, Seattle-based DJ, producer, and label owner. Known for tech house, deep house, and techno — groove-driven rhythms and acid-tinged basslines built for the dancefloor.

Founder of Late Night Munchies (2015) and its darker sub-label Munchies After Dark (2019). Released on Desert Hearts, Dirtybird, Flashmob Records, Farris Wheel Recordings, Space Yacht, and more. Regular fixture at The Monkey Loft and Kremwerk. Festival credits include Day Trip, Bass Coast, and Miami Music Week.

Named an artist to watch by Kevin Knapp and featured in Gray Area Magazine's ""10 Rising Black Artists You Should Know.""",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/f5c50280-a6eb-456c-af19-f8e27cec8d62.jpg,https://www.instagram.com/djtonyh507,https://www.soundcloud.com/dj-tonyh,,,,http://linktr.ee/officialtonyh,
totally-enormous-extinct-dinosaurs,Totally Enormous Extinct Dinosaurs,United Kingdom,"Totally Enormous Extinct Dinosaurs is Orlando Higginbottom, the British producer, DJ, and singer-songwriter behind some of the most distinctive left-field pop and house of the last decade-plus. From the colorful early TEED era through later work on Anjunadeep and beyond, his music has always balanced club architecture with melody, melancholy, and oddball charm. He writes dance music that can live in headphones, festival fields, and basement rooms without losing its strange little heartbeat. In a Shameless setting, TEED brings rare crossover magic: emotional, playful, deeply produced, and still built to move bodies.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/totally-enormous-extinct-dinosaurs-c3172e7a.jpg,https://www.instagram.com/teedinosaurs/,https://soundcloud.com/t-e-e-d,,,,https://teed.live,
tourmaline,Tourmaline,,,false,,https://www.instagram.com/djtourmaline/,,,,,,
trevor-little,Trevor Little,,,false,,https://www.instagram.com/trevorlittle/,,,,,,
trinitron,Trinitron,"Seattle, WA","DJ Trinitron is a Seattle-based DJ with a lifelong pull toward electronic music, tracing the obsession back to the early 1990s. As a Viva Recordings resident and the creator of Bounce Brunch, he sits comfortably in the city's house ecosystem while keeping a party-forward sense of fun. His approach is rooted in enthusiasm rather than posturing: bright selections, community energy, and enough range to make daytime joy and late-night movement feel connected. Trinitron brings clean local lift,house music with a smile, a pulse, and real Seattle context.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/trinitron-7f589bff.jpg,https://www.instagram.com/djtrinitron/,https://soundcloud.com/djtrinitron,,,,,DJ Trinitron|Trinitron
tuzaar,Tuzaar,,,false,,https://www.instagram.com/tuzaar/,,,,,,
tyler-morrison,Tyler Morrison,,,false,,https://www.instagram.com/tylermorrrison/,,,,,,
tyson-wittrock,Tyson Wittrock,"Seattle, WA","Tyson Wittrock is a longtime Seattle DJ connected to Shameless event history, Breakfast Club, Decibel-week afterhours, Cascadia Northwest, and collaborative bills with Recess. His lineup history places him alongside Christian Martin, Pezzner, Codebase, Joe Bellingham, Adlib, Innerflight, Bottom Forty, and other Northwest underground players. His profile sits in the older house and techno backbone of the crew's 2010s era: steady, local, trusted, and built around real scene presence.",false,,,,,,,,
unknown-player,Unknown Player,"Seattle, WA","Unknown Player, also listed in some event indexes as Unknown ?layer, is a Seattle DJ tied to Habitat, The Reason Why, Uniting Souls, Viva Recordings, and Shameless day-party programming. Listings place the name on Reverie Society at Monkey Loft with Black Velveteen, Mz ArTiz, and Blk Lab, plus other Seattle events at Monkey Loft and Kremwerk. The project lives through local lineups and house-centered community rooms, with an underground profile that fits the name.",false,,,,,,,,
vega,VEGA,,,false,,https://www.instagram.com/thatdjvega/,,,,,,
dirty-vizualz,VJ Dirty Vizualz,"Seattle, WA","Dirty Vizualz is a Seattle live VJ and visuals project tied to Shameless' Deck'd Out programming at Monkey Loft. Event listings place Dirty Vizualz on Pride and summer rooftop bills with Open House Collective, IDLE, Hercules & Love Affair, DJHoodriah, Jen Woolfe, HAUS\",false,https://ra.co/events/2172484,"GASM, Alfonso Tan, and Your MOM. The project adds motion, color, and live image work to the party environment, helping the rooftop and loft stages feel more immersive without pulling focus from the music.",https://ra.co/events/2172484,,,,,Dirty Vizualz Live VJ|Dirty Vizualz
vagabond-superstar,Vagabond Superstar,,,false,,https://www.instagram.com/vagabondsuperstar/,,,,,,
velvet-lux,Velvet Lux,,,false,,https://www.instagram.com/velvet__lux__/,,,,,,
verse,Verse,,,false,,,,,,,,
veta-vitali,Veta Vitali,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fveta-vitali-474b592d.jpg,https://www.instagram.com/veta.vitali/,,,,,,
viper-fengz,Viper Fengz,"Seattle, WA","Viper Fengz is a Vietnamese-born Seattle drag artist and club DJ known for high-energy queer nightlife. Recent RA listings call her a Seattle drag legend and place her alongside parties leaning into hyperpop, Jersey club, baile funk, techno remixes, and full internet-brain club chaos. That tracks with the performance-first side of her work: loud, fast, funny, and committed to the bit without losing the floor. Viper Fengz brings drag electricity and rave disorder in equal measure.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/viper-fengz-778f3b8e.jpg,https://www.instagram.com/viperfengz/,https://soundcloud.com/viperfengz,,,,,
vondewey,VonDewey,,,false,,,,,,,,
